difficulty,scloc,effort,time,volume,bugs,lloc,calculated_length,LongMethod
0.0,0.0244897959183673,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0269886363636363,0.0005210452602159,0.0
0.0284191829484902,0.019047619047619,0.0002849136587031,0.000284913658631,0.0026613419562506,0.0026613419075115,0.018465909090909,0.003545619330068,0.0
0.0,0.0244897959183673,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0099431818181818,0.0005210452602159,0.0
0.1136767317939609,0.0204081632653061,0.0023766217736546,0.0023766217736118,0.0091057920479916,0.0091057919202779,0.0213068181818181,0.012938436534778,0.0
0.0,0.0095238095238095,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0056818181818181,0.0005210452602159,0.0
0.1339761481776198,0.0244897959183673,0.0019552209103271,0.001955220910034,0.0064900198537343,0.0064900196889169,0.0255681818181818,0.0072038374553031,0.0
0.0,0.0068027210884353,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0056818181818181,0.0005210452602159,0.0
0.0,0.0068027210884353,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0071022727272727,0.0005210452602159,0.0
0.0473653048952042,0.0054421768707482,0.0002333527215969,0.0002333527214437,0.0015520911743539,0.0015520909705277,0.0056818181818181,0.0017598010581043,0.0
0.0473653048952042,0.0095238095238095,0.0002333527215969,0.0002333527214437,0.0015520911743539,0.0015520909705277,0.0099431818181818,0.0017598010581043,0.0
0.0284191829484902,0.0040816326530612,0.000192649425675,0.0001926494256536,0.001757388596645,0.0017573884670195,0.0056818181818181,0.0026052263010795,0.0
0.0,0.0272108843537414,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0284090909090909,0.0005210452602159,0.0
0.0284191829484902,0.0040816326530612,0.0001408664947019,0.0001408664945729,0.0012500483967969,0.0012500482059005,0.0042613636363636,0.0017598010581043,0.0
0.0,0.0068027210884353,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0071022727272727,0.0005210452602159,0.0
0.0757844878436944,0.0176870748299319,0.0014702038714712,0.0014702038710855,0.0076676443916785,0.0076676444574139,0.0170454545454545,0.0086712905867824,0.0
0.0896297308419183,0.0312925170068027,0.002964904601926,0.0029649046016333,0.0137887708155302,0.0137887706890348,0.0326704545454545,0.0137713835414913,0.0
0.0947306098472468,0.0163265306122448,0.0022881069957947,0.0022881069962806,0.0101464539963335,0.0101464539989733,0.015625,0.0132917473555294,0.0
0.0,0.0054421768707482,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0056818181818181,0.0005210452602159,0.0
0.0,0.0068027210884353,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0085227272727272,0.0005210452602159,0.0
0.0,0.0027210884353741,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0042613636363636,0.0005210452602159,0.0
0.0,0.0054421768707482,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0071022727272727,0.0005210452602159,0.0
0.0284191829484902,0.0081632653061224,0.0001408664947019,0.0001408664945729,0.0012500483967969,0.0012500482059005,0.0085227272727272,0.0017598010581043,0.0
0.0,0.0,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.0027210884353741,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.001360544217687,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0014204545454545,0.0005210452602159,0.0
0.0,0.0081632653061224,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0071022727272727,0.0005210452602159,0.0
0.0,0.0027210884353741,1.8288619053693627e-05,1.828861885502297e-05,0.0003583633244117,0.0003583633892861,0.0042613636363636,0.0005210452602159,0.0
