difficulty,scloc,loc,effort,time,volume,bugs,lloc,comments,blanks,single_comments,calculated_length,LargeClass
0.19517884831756643,0.09117865085248332,0.06528774447727592,0.014133578548211543,0.014133578548195488,0.04294395998966739,0.04294395994936454,0.10212588578574407,0.03436426116838488,0.03466317854807063,0.06439393939393939,0.06115300155250431,1.0
0.0185375344518085,0.02248579194465036,0.019136063036442944,3.4793975367314534e-05,3.4793975351032196e-05,0.0005746326677702844,0.0005746326137969942,0.03418090871196332,0.003436426116838488,0.020274689339437543,0.003787878787878788,0.0008321274315954534,1.0
0.25650305823475134,0.07116382505559674,0.06585056986070072,0.016320196295142364,0.016320196294719275,0.03852345706888829,0.03852345702905892,0.1071279699874948,0.17525773195876287,0.03858731196860694,0.19318181818181818,0.05394460928773291,1.0
0.24046941544077355,0.21769211761798865,0.177571408470522,0.05936736509018586,0.05936736509831199,0.14900125719360657,0.14900125717764715,0.2997082117548979,0.26804123711340205,0.10529758011772401,0.29924242424242425,0.19777528417848697,1.0
0.148300275614468,0.030639980232270818,0.02377937244969748,0.0034763949181141622,0.003476394918464301,0.0134878412140662,0.013487841141215245,0.046686119216340145,0.054982817869415807,0.012426422498364946,0.06818181818181818,0.019711195263141225,1.0
0.1642741084994647,0.07338769458858414,0.06894610946953707,0.010667843959541937,0.010667843959118756,0.03788651504934786,0.037886515009586716,0.10087536473530638,0.15807560137457044,0.041203400915631135,0.17045454545454547,0.05364398334858089,1.0
0.15906400530931894,0.028169014084507043,0.020261713803292527,0.0026443041037756167,0.0026443041031080604,0.00961908047440323,0.009619080480513565,0.032513547311379745,0.04810996563573883,0.007194244604316547,0.05303030303030303,0.015153823611193983,1.0
0.0,0.008648381517173214,0.007598142676234699,2.8035963649116786e-06,2.803596334381298e-06,9.835813437141755e-05,9.835815214104623e-05,0.010421008753647354,0.0,0.006540222367560498,0.003787878787878788,0.00016642548631909068,1.0
0.11122520671085101,0.046454163577958986,0.03278457858449416,0.0027999580356435497,0.002799958035423776,0.013971721965562643,0.013971721978347396,0.05627344726969571,0.044673539518900345,0.016350555918901243,0.04924242424242424,0.022199901182371116,1.0
0.05997437617415839,0.026192241166296024,0.018291824961305755,0.0005280513822066234,0.0005280513820682273,0.004319540395934206,0.004319540402612171,0.03626511046269279,0.020618556701030927,0.011118378024852845,0.022727272727272728,0.006447894870085415,1.0
0.22958023435329758,0.032122559920929085,0.023357253412128888,0.011112581605268557,0.011112581605659528,0.029061472313787064,0.029061472221416453,0.05794080867027929,0.01718213058419244,0.018312622629169394,0.007575757575757576,0.035338220986359505,1.0
0.06090904177552438,0.020509019026439337,0.01196003939777684,0.0002152929572444457,0.00021529295720781267,0.0017076426810361753,0.0017076425944516714,0.006669445602334306,0.003436426116838488,0.002616088947024199,0.003787878787878788,0.0020309211613638092,1.0
0.1453732965061088,0.022732888559426737,0.016181229773462782,0.001520643393172726,0.0015206433930750533,0.005970130197473414,0.005970130200404271,0.027094622759483118,0.013745704467353952,0.005232177894048398,0.015151515151515152,0.008351406249384356,1.0
0.037075068903617,0.0121077341240425,0.010975094976783452,0.00036003281599957464,0.0003600328160199341,0.0041627208725534956,0.004162720857826373,0.017507294706127552,0.058419243986254296,0.009810333551340747,0.06439393939393939,0.006641503399138623,1.0
0.0,0.016061279960464542,0.01561840439003799,1.214252932152815e-05,1.2142529311351538e-05,0.0004259944639546455,0.00042599440785508755,0.027928303459774904,0.041237113402061855,0.011772400261608895,0.045454545454545456,0.0006657019452763627,1.0
0.0,0.00716580182851495,0.0052061347966793296,2.8035963649116786e-06,2.803596334381298e-06,9.835813437141755e-05,9.835815214104623e-05,0.007503126302626095,0.013745704467353952,0.003924133420536298,0.0,0.00016642548631909068,1.0
0.10381019293012761,0.033110946380034596,0.02673420571267764,0.001734204817470401,0.0017342048175355608,0.009157721545720136,0.009157721541168944,0.049604001667361404,0.061855670103092786,0.014388489208633094,0.05681818181818182,0.013540085731509681,1.0
0.24060963083026238,0.05386706202125031,0.04544814971155199,0.01979460310036487,0.019794603101570128,0.04960975680645118,0.049609756729731225,0.08295122967903293,0.0859106529209622,0.02354480052321779,0.10984848484848485,0.05670622632652066,1.0
0.1528094056302877,0.04398319743019521,0.03489517377233713,0.003011548105607855,0.003011548105957986,0.011366687082543334,0.011366686992068003,0.06836181742392664,0.04810996563573883,0.018312622629169394,0.04166666666666667,0.01841324087326898,1.0
0.15811426442881074,0.01013096120583148,0.007598142676234699,0.001796595795059433,0.0017965957951653008,0.006550313732042731,0.006550313652794222,0.012505210504376824,0.010309278350515464,0.003924133420536298,0.022727272727272728,0.007072803849178517,1.0
0.10857698751933911,0.026439337781072398,0.02673420571267764,0.0007519664034684919,0.0007519664035336355,0.003786253824859991,0.003786253738766911,0.05085452271779908,0.04810996563573883,0.014388489208633094,0.10227272727272728,0.005726097185086397,1.0
0.11387342590236291,0.03657029898690388,0.040664133952441256,0.0013459601215234163,0.001345960121547862,0.006549405886878191,0.006549405900457943,0.07711546477699041,0.05154639175257732,0.02877697841726619,0.16287878787878787,0.00896604333845315,1.0
0.1679282532802285,0.021991598715097604,0.020261713803292527,0.0031641376578406444,0.003164137658557143,0.010971471084238753,0.010971471011657324,0.04626927886619425,0.030927835051546393,0.015042511445389144,0.11742424242424243,0.016767622510782842,1.0
0.13682465903140795,0.07734124042500617,0.09061488673139158,0.003511981100026185,0.0035119810998064226,0.014638341052796721,0.01463834101909599,0.1609003751563151,0.15120274914089346,0.061478090255068674,0.32196969696969696,0.020842905878361618,1.0
0.37747309159068293,0.04620706696318261,0.04390037990713381,0.02457079239770385,0.02457079240175869,0.0402833810211428,0.040283381016828074,0.08878699458107545,0.04810996563573883,0.03793328973185089,0.14015151515151517,0.055525197565463084,1.0
0.16465692367544763,0.020014825796886584,0.018151118615449557,0.001657972972908419,0.0016579729726886264,0.005821705821191803,0.005821705784865103,0.038766152563568156,0.027491408934707903,0.015042511445389144,0.06818181818181818,0.007417446853882829,1.0
0.2977910351023375,0.08178897949098098,0.08104685521317011,0.02282275598453694,0.022822755986556392,0.0468547696312708,0.04685476962625221,0.12838682784493538,0.35738831615120276,0.04578155657292348,0.40530303030303033,0.06626525729465478,1.0
0.17440415067171422,0.04250061774153694,0.04221190375685943,0.004982769930819577,0.00498276993161752,0.016730900021738965,0.01673089995211096,0.0783659858274281,0.04810996563573883,0.033355134074558535,0.05681818181818182,0.02565782249318085,1.0
0.0185375344518085,0.02322708178897949,0.033910229351343746,3.7962518590152375e-05,3.7962518569799366e-05,0.000630213421828536,0.000630213405694621,0.040433513964151735,0.2646048109965636,0.039241334205362986,0.29924242424242425,0.001132495516923864,1.0
0.2148077457045612,0.10872251050160613,0.09131841846067257,0.04389048388465644,0.04389048388464086,0.12226008016580991,0.12226008015271472,0.1425593997498958,0.3161512027491409,0.02681491170699804,0.3522727272727273,0.1513738158863054,1.0
0.074150137807234,0.01013096120583148,0.007598142676234699,0.0003723405923038294,0.00037234059208401634,0.0025554283703786815,0.002555428329403391,0.017924135056273445,0.027491408934707903,0.003924133420536298,0.03787878787878788,0.004545844796426119,1.0
0.1450289460096871,0.057573511242895975,0.038553538764598286,0.0015415053779927728,0.001541505378180051,0.0060657976324577315,0.0060657975496908045,0.038766152563568156,0.058419243986254296,0.009156311314584697,0.06060606060606061,0.007072803849178517,1.0
0.0974206597612989,0.025945144551519646,0.020261713803292527,0.0026962618830295277,0.0026962618821177293,0.015061944946242856,0.015061944958910833,0.041684035014589414,0.06529209621993128,0.013734466971877045,0.06060606060606061,0.023014601968298416,1.0
0.11712351312396507,0.012849023968371634,0.01125650766849585,0.0012642706552385202,0.0012642706553036723,0.005999174876868822,0.005999174847663742,0.018757815756565235,0.01718213058419244,0.009156311314584697,0.01893939393939394,0.00979904776579131,1.0
0.17669320813630288,0.060291574005436124,0.040523427606585054,0.010908580463115524,0.010908580461064056,0.03627385733848756,0.036273857263196,0.08045018757815757,0.027491408934707903,0.017658600392413345,0.022727272727272728,0.04343694201357023,1.0
0.037075068903617,0.00815418828762046,0.005909666525960321,0.00011414435402824881,0.00011414435399161414,0.0012872320082452432,0.0012872320148909651,0.0141725719049604,0.003436426116838488,0.0013080444735120995,0.003787878787878788,0.0023927730681191205,1.0
0.1450289460096871,0.057573511242895975,0.038553538764598286,0.0015415053779927728,0.001541505378180051,0.0060657976324577315,0.0060657975496908045,0.038766152563568156,0.058419243986254296,0.009156311314584697,0.06060606060606061,0.007072803849178517,1.0
0.055612603355425505,0.01111934766493699,0.008301674405515689,0.00031410433277062914,0.00031410433267293683,0.0027013636287015804,0.0027013636291263014,0.017924135056273445,0.013745704467353952,0.004578155657292349,0.015151515151515152,0.004668710563582726,1.0
0.10491022245927066,0.3251791450457129,0.254959898691431,0.006886101575906477,0.006886101575076161,0.03621678608329845,0.036216786043716157,0.45393914130887875,0.6254295532646048,0.06801831262262917,0.7992424242424243,0.05056997232464821,1.0
0.15210935803505676,0.06795156906350383,0.05107640354579991,0.008644864709983845,0.008644864710374773,0.032882645630499356,0.032882645559141346,0.04543559816590246,0.044673539518900345,0.017004578155657292,0.04924242424242424,0.039235530461661845,1.0
0.10124345739920222,0.025698047936743268,0.03053327705079499,0.0014117582438481556,0.0014117582438726026,0.007604768835715579,0.007604768834901037,0.04376823676531889,0.003436426116838488,0.02354480052321779,0.003787878787878788,0.011460159483962498,1.0
0.16238880179784246,0.04991351618482827,0.04010130856901646,0.012678610144896095,0.012678610144472946,0.04550985501618538,0.04550985501131084,0.06836181742392664,0.1993127147766323,0.018312622629169394,0.2196969696969697,0.057282455708571635,1.0
0.24836309598196898,0.05460835186557944,0.050091459124806524,0.015967971785574017,0.01596797178352263,0.03884227132864717,0.038842271324486796,0.09337223843268029,0.140893470790378,0.02289077828646174,0.1893939393939394,0.054608153484972784,1.0
0.18309880519098615,0.04497158388930072,0.03799071338117349,0.006444234429393284,0.006444234428562961,0.02072012319885464,0.020720123150221238,0.07253022092538558,0.1134020618556701,0.02289077828646174,0.14015151515151517,0.030430401878897142,1.0
0.2509187699065615,0.021497405485544848,0.019417475728155338,0.009958433165988335,0.009958433165972214,0.02396879967782886,0.02396879963598812,0.046686119216340145,0.006872852233676976,0.017004578155657292,0.09090909090909091,0.030228329018676323,1.0
0.00617917816296119,0.01927353595255745,0.014774166314900802,4.3676501517622834e-05,4.367650150541137e-05,0.0011313703519134734,0.0011313703496501047,0.0025010421008753647,0.041237113402061855,0.008502289077828646,0.03787878787878788,0.0012906109235373373,1.0
0.0185375344518085,0.06177415369409439,0.04263402279442803,0.00020165998151309796,0.00020165998157009135,0.003501699712784412,0.0035016996767062063,0.040433513964151735,0.09965635738831614,0.017658600392413345,0.10984848484848485,0.005492041048529992,1.0
0.0,0.007659995058067705,0.0045026030673983395,2.8035963649116786e-06,2.803596334381298e-06,9.835813437141755e-05,9.835815214104623e-05,0.012922050854522719,0.0,0.002616088947024199,0.0,0.00016642548631909068,1.0
0.15079039217874787,0.2424017790956264,0.15196285352469394,0.0060963311272177936,0.006096331128015754,0.023351009993687003,0.02335100995905306,0.09503959983326386,0.09965635738831614,0.05428384565075213,0.07196969696969698,0.0361939901568395,1.0
0.12845034934634342,0.0892018779342723,0.0669762206275503,0.010754714545687294,0.010754714547706547,0.04752194642654503,0.04752194638575184,0.09837432263443102,0.13745704467353953,0.040549378678875085,0.10984848484848485,0.06576566936207859,1.0
0.0,0.08351865579441561,0.07091599831152384,6.575024035745e-05,6.57502403452389e-05,0.0023067054366207856,0.0023067053674666552,0.07419758232596915,0.041237113402061855,0.02746893394375409,0.045454545454545456,0.0035797747658213464,1.0
0.027806301677712753,0.04497158388930072,0.030111158013226395,5.057797699316315e-05,5.05779769646689e-05,0.0006669239459932583,0.0006669238741585129,0.07669862442684452,0.027491408934707903,0.017658600392413345,0.030303030303030304,0.0008321274315954534,1.0
0.08127995873882957,0.05337286879169755,0.04221190375685943,0.0005235247388290778,0.000523524738772096,0.0033528202974833403,0.0033528202603499875,0.09795748228428512,0.12714776632302405,0.02550686723348594,0.18181818181818182,0.004969078648911137,1.0
0.28151186040296633,0.13293797874969115,0.11453496552694527,0.008759298350572141,0.00875929835014893,0.018918561719809917,0.018918561660658535,0.23884952063359732,0.5154639175257731,0.08044473512099412,0.5909090909090909,0.022995752908962518,1.0
0.0185375344518085,0.06350382999752903,0.04784015759110736,0.00016893502774159333,0.00016893502773752535,0.002927657486050129,0.002927657450033409,0.08670279283034599,0.027491408934707903,0.031393067364290386,0.022727272727272728,0.00460191174786815,1.0
0.0,0.026192241166296024,0.027015618404390037,2.8035963649116786e-06,2.803596334381298e-06,9.835813437141755e-05,9.835815214104623e-05,0.04626927886619425,0.0,0.014388489208633094,0.0,0.00016642548631909068,1.0
0.09553960063909575,0.07907091672844083,0.057689601801041226,0.0006247195409108474,0.0006247195408131601,0.003501699712784412,0.0035016996767062063,0.033764068361817424,0.01718213058419244,0.013080444735120995,0.01893939393939394,0.004969078648911137,1.0
0.037075068903617,0.046948356807511735,0.030111158013226395,0.00013526793870770887,0.00013526793870364032,0.0015342571512972733,0.0015342570782985343,0.07461442267611505,0.003436426116838488,0.017004578155657292,0.003787878787878788,0.0023927730681191205,1.0
0.03177863048351813,0.2436372621695083,0.17602363866610382,0.000770553443666321,0.0007705534436907577,0.00991450364699739,0.009914503578099487,0.2555231346394331,0.4261168384879725,0.12034009156311315,0.27651515151515155,0.011367354816220225,1.0
0.037075068903617,0.07635285396590066,0.06542845082313212,2.8495064920268753e-05,2.8495064891774148e-05,0.0002856251205902565,0.0002856250491533832,0.08628595248020009,0.18556701030927836,0.039241334205362986,0.20454545454545456,0.00033285097263818135,1.0
