difficulty,scloc,effort,time,volume,bugs,lloc,calculated_length,LongMethod
0.20461811722912965,0.18231292517006803,0.018186163260793444,0.018186163260109908,0.043229576064635435,0.04322957604986572,0.18323863636363638,0.051889956978207294,1.0
0.31870083734280646,0.08843537414965985,0.02406426372582943,0.024064263736986558,0.03836645371866153,0.03836645362457696,0.08806818181818182,0.04250042772800803,1.0
0.2441944608738899,0.061224489795918366,0.0184534166894766,0.01845341669490771,0.037461928590763395,0.037461928470426946,0.06676136363636365,0.0385660629563862,1.0
0.009473061001776202,0.058503401360544216,9.294051628817141e-05,9.294051607821382e-05,0.0013008274354273787,0.0013008273056830655,0.029829545454545452,0.0012387557978884723,1.0
0.5829671872113676,0.15918367346938775,0.1552009477929395,0.15520094779166016,0.14111398198623978,0.14111398189287003,0.17897727272727273,0.1389747158621723,1.0
0.06252220248667852,0.07755102040816327,0.0018144984119518863,0.0018144984123720242,0.010932036695464156,0.010932036565623894,0.0809659090909091,0.00917541970360491,1.0
0.028419182948490232,0.07755102040816327,0.0005159942900528013,0.0005159942899603405,0.004925340758306133,0.004925340481210465,0.078125,0.006773588382806766,1.0
0.0,0.061224489795918366,7.920901021596564e-05,7.920901015169134e-05,0.0015520911743539013,0.0015520909705277947,0.05539772727272728,0.0020841810408636203,1.0
0.1826947475097691,0.14421768707482993,0.01921971942503801,0.01921971942066441,0.05047210449458229,0.050472104377630646,0.11505681818181819,0.037152073984667085,1.0
0.23639593088454708,0.09795918367346938,0.018517303137354012,0.01851730313057179,0.038707149633858205,0.03870714969596156,0.10227272727272728,0.028583796864684187,1.0
0.3995402779396093,0.055782312925170066,0.023663196852030253,0.023663196851227197,0.030548197758684763,0.030548197545491686,0.07244318181818182,0.024355444810071774,1.0
0.09337731541030196,0.07346938775510203,0.0016879526257662805,0.0016879526260768268,0.007518093881001937,0.007518093920681881,0.07670454545454546,0.006358412214412185,1.0
0.021314387211367677,0.07482993197278912,0.0019811500437418765,0.0019811500438478044,0.0220715864904762,0.02207158645719364,0.05823863636363637,0.016673448326908962,1.0
0.1625577264653641,0.07482993197278912,0.013640181419733777,0.01364018141999122,0.03955202275707477,0.03955202267630692,0.03835227272727273,0.03232992173938488,1.0
0.004059883253996449,0.06802721088435373,0.0002598540965418383,0.0002598540964956574,0.004422813280453087,0.004422813151521007,0.06676136363636365,0.0051196564144395315,1.0
0.1736727847104796,0.058503401360544216,0.004353970756077216,0.004353970757680345,0.011773918283713405,0.011773918293280708,0.06818181818181819,0.00951671582767341,1.0
0.06631142689875667,0.07619047619047618,0.0018239877010678268,0.0018239877015678808,0.010540131058486397,0.010540130950658243,0.03977272727272728,0.007953580047025694,1.0
0.06519694914387211,0.1469387755102041,0.00388832094879334,0.0038883209479941556,0.0229482812609312,0.02294828105876916,0.12215909090909091,0.018623946947696816,1.0
0.24866785079928955,0.1891156462585034,0.02143307137222532,0.021433071372159437,0.04284123560150747,0.04284123535248779,0.1846590909090909,0.01791220412427639,1.0
0.17051509769094142,0.055782312925170066,0.007135491558763977,0.007135491559379085,0.01975115987039242,0.019751159940572364,0.053977272727272735,0.029149916239330116,1.0
0.19538188277087032,0.061224489795918366,0.007447036568529156,0.007447036569152571,0.018302877700377966,0.018302877731156294,0.061079545454545456,0.020714095702291532,1.0
0.28027194219538193,0.12244897959183672,0.020799983199647404,0.020799983198236924,0.03728639899520842,0.03728639871872702,0.12926136363636365,0.04413534038505168,1.0
0.23175643560923626,0.07482993197278912,0.07403290076936557,0.07403290077654401,0.15822560721606466,0.158225606997064,0.06534090909090909,0.116777102960743,1.0
0.1591474245115453,0.06938775510204082,0.006988985241943421,0.006988985242554624,0.020529001720093094,0.02052900154331819,0.06960227272727273,0.02655984886431963,1.0
0.13641207815275314,0.07346938775510203,0.008299843558181332,0.008299843557765307,0.027825113313429104,0.027825113294651687,0.08664772727272728,0.03327031477618907,1.0
0.3296625222024867,0.06394557823129252,0.023817426500527646,0.023817426506632853,0.0368001374590595,0.0368001373255426,0.07386363636363637,0.037678275508778086,1.0
0.13019951255417406,0.08299319727891157,0.014886253469880897,0.014886253471499284,0.05204835613592098,0.052048356006371144,0.08664772727272728,0.06381215898302528,1.0
0.18472468916518653,0.1129251700680272,0.018996391078460385,0.018996391081781614,0.049405461041822946,0.04940546074247796,0.1122159090909091,0.06412212654178083,1.0
